Seq_1	Seq_2	Ka	Ks	Ka_Ks	EffectiveLen	AverageS-sites	AverageN-sites	cN	cS	pN	pS	Note
Pno01G004740.t1	Pno09G001991.t1	0.09369171049939061	0.5632740559764446	0.1663341485468819	1308.0	324.0	984.0	86.66666666666666	128.33333333333331	0.08807588075880758	0.3960905349794238	
Pno01G004783.t2	Pno09G001987.t1	0.19438483158974915	0.42451412998374227	0.45789955589274156	738.0	154.49999999999991	583.5	99.91666666666666	50.08333333333333	0.17123678948871748	0.3241639697950379	
Pno01G004790.t1	Pno09G001985.t1	0.037721209065069136	0.3015048268153225	0.1251098016025266	1848.0	420.91666666666606	1427.083333333334	52.5	104.5	0.0367883211678832	0.24826766976836306	
Pno01G004796.t1	Pno09G001981.t1	0.16506191982257112	0.3933366070653965	0.41964545597233915	648.0	151.91666666666657	496.0833333333334	73.5	46.5	0.14816059129850492	0.3060888645090512	
Pno01G004808.t1	Pno09G001980.t1	0.06549300006563978	0.20558411648578606	0.318570331138242	795.0	189.08333333333343	605.9166666666665	38.0	34.0	0.06271489478751205	0.17981489643014534	
Pno01G004874.t1	Pno09G001979.t1	0.0329053585437146	0.29792986241932884	0.11044666109166702	2202.0	524.6666666666653	1677.3333333333348	54.0	129.0	0.03219395866454687	0.2458703939008901	
Pno01G004877.t1	Pno09G001978.t1	0.017424226119951404	0.29855170986202234	0.05836250654201286	1659.0	381.6666666666663	1277.3333333333337	22.0	94.0	0.017223382045929013	0.24628820960698714	
Pno01G004882.t1	Pno09G001977.t1	0.061598162301297915	0.30086374339083327	0.20473773811050272	876.0	202.4166666666669	673.583333333333	39.83333333333333	50.166666666666664	0.05913645923543241	0.2478386167146971	
Pno01G004885.t1	Pno09G001976.t1	0.04695523711380767	0.28253427610250426	0.1661930642948687	1647.0	405.66666666666606	1241.333333333334	56.5	95.5	0.04551557465091297	0.23541495480690258	
Pno01G004925.t2	Pno09G001972.t1	0.0933222125231651	0.3127400652693807	0.2984018451322551	1065.0	247.3333333333337	817.6666666666663	71.75	63.25	0.08774969425193645	0.2557277628032341	
Pno01G004931.t1	Pno09G001971.t1	0.14778389559228428	0.307656150003133	0.4803541082821823	1494.0	343.4166666666665	1150.5833333333335	154.33333333333334	86.66666666666667	0.1341348591294271	0.25236593059936924	
Pno01G004937.t1	Pno09G001970.t1	0.06096633643972349	0.2685208964448353	0.22704503540285315	2568.0	584.083333333333	1983.916666666667	116.16666666666666	131.83333333333334	0.058554206745915056	0.22570980168354984	
Pno01G004942.t1	Pno09G001969.t1	0.13782232678514195	0.34883596982939624	0.3950920739410736	2232.0	496.49999999999807	1735.500000000002	218.5	138.5	0.1259003169115527	0.27895266868076646	
Pno01G005049.t1	Pno09G001967.t1	0.04885151598932316	0.4066579229978098	0.1201292615405068	1308.0	293.0833333333336	1014.9166666666664	48.0	92.0	0.047294523359881775	0.31390389536536795	
Pno01G005160.t1	Pno09G001953.t1	0.05641076722568515	0.3423958000421427	0.16475309340459787	564.0	133.08333333333326	430.91666666666674	23.416666666666668	36.58333333333333	0.054341520015470886	0.2748904195366313	
Pno01G005173.t1	Pno09G001949.t1	0.22649659535313701	0.4446616629965391	0.5093683899502258	306.0	65.58333333333336	240.41666666666663	47.0	22.0	0.1954939341421144	0.3354510800508258	
Pno01G005234.t1	Pno09G001942.t1	0.2883550350907158	0.5248843853429683	0.5493686669728225	2223.0	520.083333333332	1702.916666666668	407.6666666666666	196.3333333333333	0.23939319794470246	0.3775036051914766	
Pno01G005254.t1	Pno09G001941.t1	0.06650508156415444	0.3110612328087854	0.21380061077889523	546.0	121.74999999999991	424.2500000000001	27.0	31.0	0.06364172068355921	0.2546201232032856	
Pno01G005257.t1	Pno09G001940.t1	0.015198638434900876	0.3398025125372224	0.044727857723641753	597.0	131.74999999999983	465.2500000000002	7.0	36.0	0.015045674368619014	0.27324478178368156	
Pno01G005391.t1	Pno09G001938.t1	0.08607484613961319	0.30976074348954874	0.2778752567867508	2088.0	470.9166666666647	1617.0833333333353	131.5	119.5	0.08131924761659357	0.2537603963900205	
Pno01G005392.t2	Pno09G001937.t1	0.047985906020945726	0.3372430319631334	0.14228879909427286	882.0	204.3333333333337	677.6666666666663	31.5	55.5	0.046483030004918865	0.27161500815660633	
Pno01G005404.t1	Pno09G001931.t1	0.06212872454586359	0.2811844820218138	0.22095360348173038	1869.0	437.83333333333223	1431.1666666666679	85.33333333333334	102.66666666666667	0.059625014556888276	0.23448800913589707	
Pno01G005415.t2	Pno09G001929.t1	0.10280606688498134	0.30340769295818326	0.3388380363155474	4188.0	949.0833333333387	3238.9166666666615	311.1666666666667	236.83333333333331	0.09607121722798277	0.2495390288875216	
Pno01G005418.t1	Pno09G001928.t1	0.0715707198847618	0.25511591000053335	0.28054196966630646	2229.0	525.9999999999982	1703.0000000000018	116.25	113.75	0.06826189078097468	0.21625475285171178	
Pno01G005425.t1	Pno09G001926.t1	0.03770794848868145	0.2819056982555999	0.1337608594718514	1548.0	378.7499999999999	1169.25	43.0	89.0	0.03677571092580714	0.23498349834983506	
Pno01G000090.t1	Pno09G000341.t1	0.14355983291168928	0.5018546261057591	0.2860586023200989	1530.0	353.2499999999999	1176.75	153.75	129.25	0.13065646908859146	0.3658881811748055	
Pno01G000101.t2	Pno09G000339.t1	0.07818812197942518	0.40942788533645114	0.19096921528726205	1092.0	252.5000000000005	839.4999999999995	62.333333333333336	79.66666666666667	0.0742505459598968	0.31551155115511487	
Pno01G000105.t1	Pno09G000337.t1	0.12753859815160518	0.3469676414610846	0.3675806701009314	324.0	81.00000000000003	242.99999999999994	28.5	22.5	0.11728395061728397	0.2777777777777777	
Pno01G000116.t2	Pno09G000331.t1	0.04616841974957499	0.2558693095928635	0.18043750468955294	1341.0	313.6666666666666	1027.3333333333335	46.0	68.0	0.044776119402985065	0.21679064824654629	
Pno01G000152.t2	Pno09G000322.t2	0.08271582741679771	0.2673011326007259	0.3094480992729362	2478.0	565.9166666666661	1912.083333333334	149.75	127.25000000000001	0.0783177162780562	0.2248564276247978	
Pno01G000196.t1	Pno09G000316.t1	0.10548105493921495	0.4796515995366043	0.21991181732974754	978.0	202.25000000000014	775.7499999999998	76.33333333333333	71.66666666666667	0.09839939843162533	0.35434693036670767	
Pno01G000203.t1	Pno09G000314.t4	0.11809078248219518	0.29550274844186775	0.3996266806480359	1023.0	231.3333333333337	791.6666666666663	86.5	56.5	0.1092631578947369	0.24423631123919268	
Pno01G000207.t1	Pno09G000310.t1	0.10103469085873287	0.31214249925520576	0.32368130292994013	921.0	242.16666666666697	678.833333333333	64.16666666666666	61.83333333333333	0.09452492020623622	0.25533379215416346	
Pno01G000208.t1	Pno09G000309.t1	0.2274994748006804	0.3950610375882393	0.575859052539108	528.0	120.74999999999987	407.2500000000001	79.91666666666667	37.083333333333336	0.19623490894209122	0.3071083505866118	
Pno01G000225.t1	Pno09G000308.t1	0.09118357996870133	0.37160419064210604	0.24537823378994322	1521.0	349.49999999999983	1171.5000000000002	100.58333333333334	102.41666666666666	0.08585858585858586	0.2930376728659992	
Pno01G000227.t1	Pno09G000307.t1	0.09788306196045093	0.4948238609772903	0.19781394892139859	681.0	149.75	531.25	48.75	54.25	0.09176470588235294	0.3622704507512521	
Pno01G000273.t1	Pno09G000304.t2	0.18314391828578047	0.3304284539042831	0.5542619472439039	3600.0	802.0000000000027	2797.9999999999973	454.66666666666663	214.33333333333331	0.16249702168215407	0.2672485453034072	
Pno01G000334.t1	Pno09G000300.t5	0.08898905396241583	0.38254207274022145	0.23262553403595673	1248.0	288.6666666666667	959.3333333333333	80.5	86.5	0.08391243919388465	0.29965357967667433	
Pno01G000362.t1	Pno09G000296.t1	0.03860736278567353	0.3338056846524081	0.11565819445488289	1527.0	377.6666666666662	1149.333333333334	43.25	101.75	0.03763051044083525	0.26941747572815566	
Pno01G000380.t1	Pno09G000293.t1	0.07667618935859423	0.3114949933918211	0.24615544707052592	3048.0	713.3333333333346	2334.666666666665	170.16666666666666	181.83333333333334	0.0728869217589949	0.2549065420560743	
Pno01G000387.t1	Pno09G000280.t1	0.11468735924483495	0.3792400619583034	0.30241361804609285	1335.0	292.83333333333314	1042.166666666667	110.83333333333333	87.16666666666667	0.10634895250279862	0.29766647694934567	
Pno01G000392.t1	Pno09G000247.t2	0.07502618332273207	0.3447072090880338	0.21765191253534633	1173.0	269.58333333333354	903.4166666666665	64.5	74.5	0.07139562770962089	0.27635239567233366	
Pno01G000409.t1	Pno09G000239.t1	0.1134598983438444	0.3088683225123435	0.3673406758613459	1812.0	420.6666666666657	1391.3333333333344	146.5	106.5	0.1052946813608049	0.253169572107766	
Pno01G000447.t1	Pno09G000228.t1	0.02779247150526784	0.2817620926909292	0.09863807881265983	2073.0	503.08333333333206	1569.9166666666679	42.833333333333336	118.16666666666667	0.02728382610541959	0.23488487659433555	
Pno01G000450.t1	Pno09G000226.t1	0.023692213711619347	0.34931429445515966	0.06782491895607393	2565.0	571.1666666666658	1993.833333333334	46.5	159.5	0.023321909220095288	0.27925299095418776	
Pno01G000454.t2	Pno09G000223.t1	0.03179419830439059	0.4699064423466507	0.06766069889490037	654.0	156.08333333333337	497.91666666666663	15.5	54.5	0.031129707112970712	0.34917245061398816	
Pno01G000459.t1	Pno09G000217.t1	0.1745061161390692	0.42202487285428814	0.4134972305277387	648.0	144.33333333333331	503.6666666666667	78.41666666666667	46.58333333333333	0.1556915949702184	0.3227482678983834	
Pno01G000476.t2	Pno09G000213.t1	0.04691710520827128	0.24376161212237013	0.19247126239351645	1185.0	283.50000000000006	901.5	41.0	59.0	0.04547975596228508	0.2081128747795414	
Pno01G000477.t1	Pno09G000208.t1	0.1645253499603035	0.5423824702226903	0.30333825112886303	969.0	238.5000000000004	730.4999999999995	107.91666666666666	92.08333333333334	0.14772986538900304	0.38609364081062136	
Pno01G000488.t1	Pno09G000193.t2	0.05551002022408945	0.23261619622787932	0.2386335135912454	717.0	175.00000000000014	541.9999999999999	29.0	35.0	0.053505535055350564	0.19999999999999984	
Pno01G000490.t1	Pno09G000185.t1	0.15400176348630187	0.32291395690342584	0.4769126889500144	1956.0	443.99999999999847	1512.0000000000014	210.5	116.5	0.1392195767195766	0.2623873873873883	
Pno01G000505.t1	Pno09G000181.t1	0.09751596318475542	0.40396018427662234	0.24139993737100288	2145.0	497.3333333333318	1647.6666666666683	150.66666666666666	155.33333333333334	0.09144244386000394	0.31233243967828517	
Pno01G000535.t1	Pno09G000175.t2	0.01869326658939919	0.3100749583180054	0.0602862826808085	2898.0	677.2500000000009	2220.749999999999	41.0	172.0	0.018462231228188682	0.2539682539682536	
Pno01G000546.t1	Pno09G000173.t1	0.537518845268113	2.064625352796891	0.2603469169551517	489.0	114.1666666666666	374.83333333333337	143.83333333333331	80.16666666666666	0.38372610048910616	0.7021897810218981	
Pno01G000547.t1	Pno09G000172.t1	0.1379973827071897	0.4791088053966302	0.2880293185030247	1032.0	245.25000000000028	786.7499999999998	99.16666666666667	86.83333333333333	0.12604596970659893	0.35406048250084904	
Pno01G000550.t1	Pno09G000170.t3	0.02425832080099051	0.3441385864806402	0.07048997628853566	1779.0	438.416666666666	1340.583333333334	32.0	121.0	0.02387020575620065	0.27599315719445017	
Pno01G000553.t1	Pno09G000169.t1	0.06845924840265113	0.26132448508821265	0.2619702795149182	708.0	165.41666666666677	542.5833333333333	35.5	36.5	0.06542773767470436	0.2206549118387908	
Pno01G000555.t1	Pno09G000168.t1	0.09223374451383598	0.5120109200246878	0.18014019019240587	1356.0	324.74999999999994	1031.25	89.5	120.5	0.08678787878787879	0.37105465742879146	
Pno01G000558.t1	Pno09G000162.t1	0.15388036988611256	0.26794038070012627	0.5743082453045124	1236.0	267.416666666667	968.5833333333329	134.75	60.25	0.1391207089391724	0.22530383296977222	
Pno01G000568.t2	Pno09G000158.t1	0.13560509062994014	0.3361371283449899	0.40342193466579407	1686.0	366.66666666666583	1319.3333333333344	163.66666666666666	99.33333333333334	0.12405255179383516	0.27090909090909154	
Pno01G000600.t1	Pno09G000149.t1	0.20128421542573366	0.6765051426712636	0.2975353810777228	588.0	141.91666666666669	446.0833333333333	78.75	63.25	0.17653652157668598	0.4456840869054609	
Pno01G000617.t1	Pno09G000148.t1	0.17540820429486056	0.5195986509905011	0.33758402559453	330.0	79.58333333333333	250.41666666666669	39.166666666666664	29.833333333333336	0.1564059900166389	0.37486910994764405	
Pno01G000620.t1	Pno09G000143.t1	0.03901588856315886	0.4430491313489071	0.08806221658616305	570.0	135.99999999999991	434.0000000000001	16.5	45.5	0.03801843317972349	0.33455882352941196	
Pno01G000626.t1	Pno09G000142.t1	0.03886160641229359	0.2769228482750364	0.1403336945808701	1971.0	492.3333333333323	1478.6666666666677	56.0	114.0	0.03787195671776373	0.23155044008124626	
Pno01G000636.t1	Pno09G000140.t2	0.030889746737488996	0.2772255664359282	0.11142459598735519	651.0	155.33333333333331	495.6666666666667	15.0	36.0	0.03026227303295225	0.23175965665236054	
Pno01G000645.t1	Pno09G000139.t1	0.09819295112607584	0.5623135425979916	0.17462313049123168	2043.0	477.4999999999985	1565.5000000000014	144.08333333333334	188.91666666666669	0.09203662301714034	0.3956369982548006	
Pno01G000650.t1	Pno09G000136.t1	0.2689460553552988	0.4462365877820444	0.6026983504245068	2268.0	511.416666666664	1756.5833333333362	397.0	172.0	0.22600692632477784	0.3363206778556315	
Pno01G000673.t1	Pno09G000104.t1	0.028242322331998963	0.32643484775055714	0.08651748588306397	861.0	211.5833333333336	649.4166666666664	18.0	56.0	0.027717182086487886	0.2646711303662856	
Pno01G000688.t1	Pno09G000091.t1	0.15749510453302867	0.5276949283367347	0.2984586284151802	1122.0	243.25000000000045	878.7499999999995	124.83333333333333	92.16666666666666	0.1420578473210053	0.37889688249400405	
Pno01G000739.t1	Pno09G000078.t1	0.1567430670265135	0.40776749399636647	0.38439323716154333	1236.0	289.83333333333337	946.1666666666666	133.83333333333334	91.16666666666667	0.14144794785978512	0.3145485911443358	
Pno01G000758.t2	Pno09G000075.t2	0.08523827183052175	0.4423605263134657	0.19268959764759883	252.0	65.83333333333334	186.16666666666666	15.0	22.0	0.08057296329453895	0.33417721518987337	
Pno01G000759.t1	Pno09G000074.t1	0.22096537771209962	0.6228166179878906	0.3547840107830839	576.0	132.7499999999999	443.2500000000001	84.83333333333333	56.166666666666664	0.1913893589020492	0.42310106716886414	
Pno01G000761.t1	Pno09G000070.t1	0.19681583742507763	0.42074466186300674	0.4677797611349382	768.0	181.66666666666686	586.3333333333331	101.5	58.5	0.17310972143263223	0.32201834862385287	
Pno01G000762.t1	Pno09G000067.t1	0.14072452584301592	0.6238452553884284	0.22557601364683907	615.0	149.33333333333337	465.66666666666663	59.75	63.25	0.12831066571224053	0.42354910714285704	
Pno01G000840.t1	Pno09G000023.t1	0.0689454082619569	0.27917215942050183	0.2469637674654663	2115.0	494.4166666666649	1620.583333333335	106.75	115.25	0.06587134262354083	0.23310298331367013	
Pno01G000861.t1	Pno09G000022.t1	0.10032507736316953	0.5233568952493176	0.19169533882872894	411.0	107.49999999999997	303.5	28.5	40.5	0.09390444810543658	0.3767441860465117	
Pno01G000864.t1	Pno09G000020.t2	0.0824788499188615	0.3553773405564726	0.23208809483944823	1191.0	258.50000000000057	932.4999999999993	72.83333333333333	73.16666666666667	0.07810545129579988	0.2830431979368144	
Pno01G000865.t1	Pno09G000019.t1	0.18795375535408557	0.4417795540766328	0.425446930759232	663.0	159.75000000000006	503.24999999999994	83.66666666666667	53.333333333333336	0.1662526908428548	0.3338549817423056	
Pno01G000910.t1	Pno09G000015.t2	0.11240161149836153	0.3712928487684637	0.3027303431002912	1152.0	258.66666666666697	893.333333333333	93.25	75.75	0.10438432835820899	0.2928479381443296	
Pno01G000939.t1	Pno09G000014.t1	0.056131086769707655	0.44535870329450844	0.1260356794522753	2097.0	488.333333333332	1608.6666666666679	86.99999999999999	163.99999999999997	0.05408205553253207	0.3358361774744036	
Pno01G000951.t1	Pno09G000008.t1	0.03743896513902245	0.48348424374914345	0.07743575022984145	201.0	45.83333333333333	155.16666666666669	5.666666666666666	16.333333333333336	0.03651987110633726	0.35636363636363644	
Pno01G000966.t1	Pno09G000003.t1	0.13137393018297464	0.7361231091726987	0.17846733589252603	357.0	83.16666666666669	273.8333333333333	33.0	39.0	0.12051125989044431	0.4689378757515029	
Pno01G000968.t1	Pno09G017232.t1	0.27371068045072594	1.0484231585512842	0.26106889972646213	420.0	91.49999999999997	328.5	75.33333333333333	51.666666666666664	0.22932521562658548	0.5646630236794172	
Pno01G001011.t1	Pno09G017225.t2	0.22288332365981783	0.4746891476061744	0.4695353259787031	1377.0	305.1666666666665	1071.8333333333335	206.66666666666669	107.33333333333333	0.19281604727103094	0.35172037138175877	
Pno01G001031.t1	Pno09G017224.t3	0.11729351518533715	0.3077843421829455	0.3810899357434449	1548.0	339.99999999999955	1208.0000000000005	131.16666666666666	85.83333333333333	0.10858167770419422	0.2524509803921572	
Pno01G001068.t1	Pno09G017204.t1	0.2514875261099427	0.6505603752559289	0.3865706176940274	633.0	152.5	480.5	102.66666666666667	66.33333333333334	0.2136663198057579	0.43497267759562847	
Pno01G001079.t1	Pno09G017197.t1	0.1384638176281131	0.386252255799608	0.35848028211892097	1284.0	288.7499999999999	995.2500000000001	125.83333333333334	87.16666666666667	0.1264338943314075	0.301875901875902	
Pno01G001091.t1	Pno09G017120.t1	0.0900372476460635	0.49141002401724465	0.18322224465430093	684.0	159.4999999999999	524.5000000000001	44.5	57.5	0.0848427073403241	0.3605015673981194	
Pno01G001150.t1	Pno09G017112.t1	0.06552650257109438	0.2624171681025085	0.2497035656809529	855.0	197.5833333333335	657.4166666666665	41.25	43.75	0.06274559513246293	0.221425558835934	
Pno01G001181.t1	Pno09G017099.t1	0.21429144606022993	0.39793625664621723	0.5385069655785208	816.0	178.91666666666674	637.0833333333333	118.75	55.25	0.18639633747547418	0.30880298090358627	
Pno01G001182.t1	Pno09G017098.t1	0.07198295559020704	0.36693409838726077	0.19617407023927363	696.0	154.49999999999994	541.5	37.166666666666664	44.83333333333333	0.06863650353955063	0.290183387270766	
Pno01G001200.t1	Pno09G017097.t1	0.3612212104074215	NaN	NaN	879.0	217.08333333333348	661.9166666666665	189.75	163.24999999999997	0.2866675059801083	0.7520153550863717	High Sequence Divergence Value (pS>=0.75)
Pno01G001205.t2	Pno09G017094.t1	0.03140305846623872	0.30470099891756647	0.10306188223142147	1599.0	363.4166666666663	1235.5833333333337	38.0	91.0	0.030754704255749638	0.2504012841091495	
Pno01G001216.t1	Pno09G017064.t1	0.09025166052844891	0.29926718918802286	0.3015755277861276	312.0	70.91666666666667	241.08333333333331	20.5	17.5	0.08503283788454892	0.24676850763807284	
Pno01G001227.t1	Pno09G017063.t1	0.06025268365309504	0.3459562890750189	0.17416270654940902	2781.0	624.833333333333	2156.166666666667	124.83333333333334	173.16666666666666	0.05789595733168431	0.27714057081888516	
Pno01G001262.t1	Pno09G017014.t2	0.060968508788058796	0.2795184499642323	0.21811980137933806	1455.0	336.4166666666663	1118.5833333333337	65.5	78.5	0.05855620949117185	0.23334159028981943	
Pno01G001348.t1	Pno09G017003.t1	0.22994759691327962	0.53790412445424	0.4274880716830077	657.0	155.41666666666674	501.58333333333326	99.33333333333333	59.666666666666664	0.19803954145206848	0.3839142091152813	
Pno01G001349.t1	Pno09G017002.t1	0.13204736595414904	0.39288119446710423	0.3360999910755599	1779.0	403.83333333333246	1375.1666666666674	166.5	123.49999999999999	0.12107623318385644	0.30581923235658337	
Pno01G001362.t2	Pno09G016989.t1	0.1385659860139472	0.24904542459823725	0.5563884027882999	1419.0	321.66666666666686	1097.333333333333	138.83333333333334	68.16666666666667	0.1265188335358445	0.21191709844559575	
Pno01G001369.t1	Pno09G016985.t1	0.10841980626544932	0.34346371788812013	0.31566596591948026	567.0	136.08333333333323	430.91666666666674	43.5	37.5	0.10094759234190677	0.27556644213104736	
Pno01G001371.t1	Pno09G016984.t1	0.1437868547190074	0.4190495892529083	0.3431261082378199	723.0	165.08333333333334	557.9166666666667	73.0	53.0	0.13084391336818518	0.32104997476022207	
Pno01G001410.t1	Pno09G016966.t1	0.1952806949313896	0.5338328956721441	0.36580865756785835	1242.0	278.41666666666697	963.583333333333	165.66666666666669	106.33333333333334	0.17192770042376554	0.3819215803651598	
Pno01G007222.t2	Pno09G000940.t3	0.09359080972806386	0.2868931838264211	0.3262217961396011	2055.0	486.5833333333318	1568.4166666666683	138.0	116.0	0.08798682322937135	0.23839698578523796	
Pno01G007223.t2	Pno09G000938.t2	0.3247705306970078	1.1741811460035452	0.2765932086393995	1170.0	262.666666666667	907.3333333333329	239.16666666666669	155.83333333333331	0.26359294636296854	0.593274111675126	
Pno01G007226.t1	Pno09G000933.t1	0.03078934134616841	0.2832378149439655	0.10870491057932938	429.0	97.5	331.5	10.0	23.0	0.030165912518853696	0.2358974358974359	
Pno01G007227.t1	Pno09G000932.t1	0.09115462914649437	0.3804160694199089	0.23961824032695248	711.0	169.2500000000001	541.7499999999999	46.5	50.5	0.08583294877711123	0.2983751846381091	
Pno01G007236.t1	Pno09G000931.t1	0.012362310792511561	0.36480822588267914	0.033887149234642616	744.0	173.08333333333354	570.9166666666665	7.0	50.0	0.012260983797985698	0.28887818969667756	
Pno01G007237.t1	Pno09G000929.t1	0.07588634858149364	0.34767287454657275	0.2182693967151246	2094.0	479.8333333333323	1614.1666666666677	116.5	133.5	0.0721734641197728	0.27822160472386304	
Pno01G007240.t1	Pno09G000925.t1	0.007014860179986112	0.26543328221644763	0.026427960056138865	1083.0	223.6666666666669	859.333333333333	6.0	50.0	0.006982156710628396	0.22354694485842003	
Pno01G007245.t1	Pno09G000924.t1	-0.0	0.39700850364992146	-0.0	447.0	90.83333333333329	356.16666666666674	0.0	28.0	0.0	0.30825688073394514	
Pno01G007248.t1	Pno09G000923.t1	0.2518296316788398	0.6963704528794141	0.3616317013990935	972.0	225.58333333333363	746.4166666666664	159.66666666666666	102.33333333333334	0.21391090766997886	0.4536387144440334	
Pno01G007249.t1	Pno09G000920.t1	0.07772543058297664	0.3807407803132299	0.20414264665590343	645.0	157.4166666666667	487.58333333333326	36.00000000000001	47.0	0.07383353272944798	0.29857067231339324	
Pno01G007253.t1	Pno09G000910.t1	0.08784779876530782	0.31988290021848054	0.27462486649116796	972.0	222.08333333333354	749.9166666666664	62.16666666666667	57.83333333333333	0.08289809978886546	0.2604127579737333	
Pno01G007280.t1	Pno09G000906.t2	0.07653087942975775	0.3451154936226402	0.2217544006107096	549.0	122.91666666666656	426.0833333333335	31.0	34.0	0.07275572071191079	0.27661016949152567	
Pno01G007281.t1	Pno09G000905.t1	0.13534780395182117	0.3234231071551879	0.4184852626713444	531.0	109.74999999999994	421.25000000000006	52.166666666666664	28.833333333333336	0.12383778437190898	0.2627182991647686	
Pno01G007292.t1	Pno09G000898.t1	0.05401594810747071	0.25474728734571267	0.21203738289140917	1173.0	261.5833333333338	911.4166666666662	47.5	56.5	0.05211666819054588	0.21599235425294638	
Pno01G007294.t1	Pno09G000896.t1	0.11865798594561891	0.7176914118725992	0.1653328770313925	633.0	157.66666666666663	475.33333333333337	52.166666666666664	72.83333333333334	0.10974754558204768	0.46194503171247375	
Pno01G007303.t1	Pno09G000894.t1	0.24016245807271192	0.6550926149532342	0.3666084040496421	492.0	107.5833333333333	384.4166666666667	79.0	47.0	0.2055061781920659	0.4368706429124711	
Pno01G007315.t1	Pno09G000890.t1	0.20929620764697987	0.7766684393898047	0.2694794806023211	1095.0	245.83333333333366	849.1666666666663	155.08333333333331	118.91666666666667	0.18263002944062812	0.4837288135593214	
Pno01G007340.t1	Pno09G000887.t1	0.017070438178836578	0.29816994645078865	0.05725070008574443	600.0	125.99999999999989	474.0000000000001	8.0	31.0	0.016877637130801683	0.24603174603174624	
Pno01G007348.t2	Pno09G000883.t1	0.09607928097285168	0.3074313470552822	0.3125227205785711	1377.0	338.3333333333333	1038.6666666666667	93.66666666666666	85.33333333333333	0.09017971758664954	0.2522167487684729	
Pno01G007354.t1	Pno09G000877.t1	0.15169137096703064	0.49478945544749614	0.30657761457312854	714.0	164.25000000000006	549.75	75.5	59.5	0.13733515234197363	0.3622526636225265	
Pno01G007385.t1	Pno09G000873.t1	0.02667859933865074	0.6259050613915962	0.042624035152128814	969.0	225.00000000000017	743.9999999999998	19.5	95.5	0.026209677419354847	0.4244444444444441	
Pno01G007413.t1	Pno09G000872.t1	0.06158030623317121	0.34933593327441653	0.1762781906114352	2367.0	531.7499999999987	1835.2500000000014	108.5	148.5	0.05912001089769782	0.2792665726375183	
Pno01G007416.t2	Pno09G000871.t1	0.11217413446461232	0.38451701759112944	0.29172736012399597	2268.0	517.166666666665	1750.833333333335	182.41666666666666	155.58333333333334	0.10418848167539256	0.30083789880760653	
Pno01G007418.t4	Pno09G000869.t1	0.11616945640005802	0.3852809304860856	0.30151883264373885	1056.0	244.50000000000045	811.4999999999995	87.33333333333333	73.66666666666667	0.10761963442185259	0.30129516019086516	
Pno01G007419.t1	Pno09G000867.t1	0.11077428340932718	0.7093034499003422	0.15617333233736713	315.0	74.66666666666666	240.33333333333334	24.75	34.25	0.10298196948682385	0.4587053571428572	
Pno01G007420.t2	Pno09G000862.t1	0.07477452016731603	0.46401652512426805	0.16114624397760555	1185.0	271.66666666666686	913.3333333333331	65.0	94.0	0.07116788321167884	0.3460122699386501	
Pno01G007422.t1	Pno09G000861.t2	0.01602391614000928	0.4862079977370082	0.032956916000128574	1344.0	303.2499999999998	1040.7500000000002	16.5	108.5	0.01585395147730002	0.3577906018136853	
Pno01G007423.t1	Pno09G000857.t1	0.09247081999812908	0.3459701682458294	0.2672797497743327	1356.0	294.66666666666674	1061.3333333333333	92.33333333333333	81.66666666666666	0.08699748743718592	0.27714932126696823	
Pno01G007446.t1	Pno09G000848.t1	0.27050858150400603	1.2349248243791546	0.21904862236452438	831.0	204.2500000000001	626.7499999999999	142.33333333333331	123.66666666666667	0.2270974604440899	0.6054671562627496	
Pno01G007449.t1	Pno09G000847.t1	0.05576245743132096	0.3874535481287158	0.14392036852065718	1761.0	427.4166666666663	1333.5833333333337	71.66666666666666	129.33333333333334	0.05373992376429417	0.30259309806979945	
Pno01G007459.t1	Pno09G000843.t1	0.08775833022833182	0.2622588317758778	0.3346248804437926	1206.0	275.2500000000001	930.75	77.08333333333333	60.91666666666667	0.08281851553406751	0.22131395700877982	
Pno01G007461.t1	Pno09G000842.t2	0.05755152577885472	0.3373460867020473	0.17060084004971934	867.0	217.16666666666686	649.8333333333331	36.0	59.0	0.055398820210310354	0.2716807367613198	
Pno01G007462.t1	Pno09G000833.t3	0.2744550029236622	0.4553990031197566	0.6026693098655918	1449.0	322.50000000000034	1126.4999999999995	258.9166666666667	110.08333333333336	0.22984169255807083	0.3413436692506457	
Pno01G007467.t4	Pno09G000832.t1	0.17284302373542543	0.3531843413188611	0.48938473061969545	1884.0	409.74999999999915	1474.250000000001	227.58333333333334	115.41666666666667	0.1543722796902379	0.2816758185885709	
Pno01G007489.t1	Pno09G000831.t7	0.11108631790982956	0.36192485407126473	0.30693199613187144	1329.0	308.8333333333333	1020.1666666666666	105.33333333333333	88.66666666666666	0.10325110276098677	0.28710199676200754	
Pno01G007506.t1	Pno09G000828.t1	0.06184674576966583	0.5290404265908357	0.11690362902549718	417.0	91.33333333333331	325.6666666666667	19.333333333333336	34.66666666666667	0.05936540429887411	0.3795620437956206	
Pno01G007531.t1	Pno09G000826.t1	0.056010767358669604	0.5868006106948259	0.09545110611311004	2217.0	493.83333333333167	1723.1666666666683	93.0	201.0	0.05397040332720761	0.40701991225109824	
