Pno07G002928	6137a3d2f1f63acd56adfc8d80ee5b34	1173	SUPERFAMILY	SSF52200	Toll/Interleukin receptor TIR domain	11	168	5.62E-42	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno07G002928	6137a3d2f1f63acd56adfc8d80ee5b34	1173	CDD	cd00009	AAA	226	352	4.12301E-4	T	24-04-2022	-	-
Pno07G002928	6137a3d2f1f63acd56adfc8d80ee5b34	1173	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	795	922	4.2E-13	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G002928	6137a3d2f1f63acd56adfc8d80ee5b34	1173	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	601	794	6.1E-31	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G002928	6137a3d2f1f63acd56adfc8d80ee5b34	1173	PANTHER	PTHR11017	LEUCINE-RICH REPEAT-CONTAINING PROTEIN	16	1089	7.7E-219	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno07G002928	6137a3d2f1f63acd56adfc8d80ee5b34	1173	Pfam	PF01582	TIR domain	18	195	1.4E-46	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002928	6137a3d2f1f63acd56adfc8d80ee5b34	1173	SMART	SM00255	till_3	17	166	6.4E-45	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002928	6137a3d2f1f63acd56adfc8d80ee5b34	1173	SUPERFAMILY	SSF52058	L domain-like	598	914	5.78E-38	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	PRINTS	PR00019	Leucine-rich repeat signature	359	372	2.4E-5	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	PRINTS	PR00019	Leucine-rich repeat signature	684	697	2.4E-5	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	523	545	7.080498	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	Pfam	PF08263	Leucine rich repeat N-terminal domain	25	76	2.0E-7	T	24-04-2022	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SUPERFAMILY	SSF52058	L domain-like	111	377	4.76E-49	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	26	228	5.6E-36	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	328	472	1.9E-30	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00369	LRR_typ_2	236	260	12.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00369	LRR_typ_2	188	212	170.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00369	LRR_typ_2	545	569	150.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00369	LRR_typ_2	521	544	87.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00369	LRR_typ_2	570	594	4.9	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00369	LRR_typ_2	684	707	17.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00369	LRR_typ_2	660	683	200.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00369	LRR_typ_2	140	164	37.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00369	LRR_typ_2	708	731	150.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00369	LRR_typ_2	284	308	51.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	477	761	5.9E-81	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	Pfam	PF13855	Leucine rich repeat	523	583	1.6E-7	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	Pfam	PF13855	Leucine rich repeat	262	320	1.8E-7	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	Pfam	PF13855	Leucine rich repeat	663	721	3.7E-11	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	686	709	8.104691	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	PANTHER	PTHR48056	LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE-RELATED	333	778	5.5E-249	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	PANTHER	PTHR48056	LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE-RELATED	6	321	5.5E-249	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	PANTHER	PTHR48056	LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE-RELATED	99	467	5.5E-249	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	229	327	5.3E-26	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SUPERFAMILY	SSF52047	RNI-like	387	727	1.65E-53	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00365	LRR_sd22_2	521	550	250.0	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00365	LRR_sd22_2	212	244	130.0	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00365	LRR_sd22_2	684	707	120.0	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00365	LRR_sd22_2	708	731	650.0	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00365	LRR_sd22_2	260	286	290.0	T	24-04-2022	-	-
Pno08G002227	26d85dc4ed5bc14c829f92d2adbd5931	836	SMART	SM00365	LRR_sd22_2	570	596	83.0	T	24-04-2022	-	-
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	Gene3D	G3DSA:3.40.50.300	-	1	126	2.2E-26	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	2	236	2.9E-52	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	Pfam	PF00931	NB-ARC domain	1	223	1.5E-45	T	24-04-2022	IPR002182	NB-ARC
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	PRINTS	PR00364	Disease resistance protein signature	422	433	1.4E-9	T	24-04-2022	-	-
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	PRINTS	PR00364	Disease resistance protein signature	170	184	1.4E-9	T	24-04-2022	-	-
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	PRINTS	PR00364	Disease resistance protein signature	73	87	1.4E-9	T	24-04-2022	-	-
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	SUPERFAMILY	SSF52058	L domain-like	289	432	1.25E-12	T	24-04-2022	-	-
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	PANTHER	PTHR23155	DISEASE RESISTANCE PROTEIN RP	1	432	4.7E-108	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	Gene3D	G3DSA:1.10.8.430	-	140	220	1.4E-9	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	PANTHER	PTHR23155:SF1052	-	1	432	4.7E-108	T	24-04-2022	-	-
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	Gene3D	G3DSA:1.10.10.10	-	221	309	9.2E-20	T	24-04-2022	IPR036388	Winged helix-like DNA-binding domain superfamily
Pno10G002243	2be97963395067b3a4269ace5a39d5a1	433	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	310	433	2.0E-11	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	MobiDBLite	mobidb-lite	consensus disorder prediction	1082	1103	-	T	24-04-2022	-	-
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	Pfam	PF01582	TIR domain	18	195	1.3E-45	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	SUPERFAMILY	SSF52058	L domain-like	583	897	2.15E-37	T	24-04-2022	-	-
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	SMART	SM00255	till_3	17	166	1.2E-43	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	PANTHER	PTHR11017	LEUCINE-RICH REPEAT-CONTAINING PROTEIN	14	731	3.9E-213	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	PANTHER	PTHR11017	LEUCINE-RICH REPEAT-CONTAINING PROTEIN	733	1069	3.9E-213	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	PANTHER	PTHR11017:SF425	NB-ARC-RELATED	733	1069	3.9E-213	T	24-04-2022	-	-
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	MobiDBLite	mobidb-lite	consensus disorder prediction	1082	1099	-	T	24-04-2022	-	-
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	Gene3D	G3DSA:1.10.8.430	-	360	444	1.9E-14	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	SUPERFAMILY	SSF52200	Toll/Interleukin receptor TIR domain	11	168	4.05E-41	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	PANTHER	PTHR11017:SF425	NB-ARC-RELATED	14	731	3.9E-213	T	24-04-2022	-	-
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	785	862	4.2E-10	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	Gene3D	G3DSA:3.40.50.10140	-	16	190	1.7E-70	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	ProSiteProfiles	PS50104	TIR domain profile.	16	191	38.716267	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	Pfam	PF00931	NB-ARC domain	216	426	6.6E-26	T	24-04-2022	IPR002182	NB-ARC
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	Gene3D	G3DSA:3.40.50.300	-	191	356	2.2E-31	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	PRINTS	PR00364	Disease resistance protein signature	395	409	3.7E-21	T	24-04-2022	-	-
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	PRINTS	PR00364	Disease resistance protein signature	302	316	3.7E-21	T	24-04-2022	-	-
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	PRINTS	PR00364	Disease resistance protein signature	711	727	3.7E-21	T	24-04-2022	-	-
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	PRINTS	PR00364	Disease resistance protein signature	225	240	3.7E-21	T	24-04-2022	-	-
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	817	838	7.188307	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	431	537	3.81E-7	T	24-04-2022	IPR036390	Winged helix DNA-binding domain superfamily
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	193	454	1.86E-59	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno07G002929	5d35a08cd77f9abd339954d33612d456	1160	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	550	775	1.1E-29	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno09G000531	744a91fd68cc9abbb5ed641aa12ee260	332	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	28	332	4.4E-83	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno09G000531	744a91fd68cc9abbb5ed641aa12ee260	332	PANTHER	PTHR48059	POLYGALACTURONASE INHIBITOR 1	10	332	6.2E-134	T	24-04-2022	-	-
Pno09G000531	744a91fd68cc9abbb5ed641aa12ee260	332	PANTHER	PTHR48059:SF10	POLYGALACTURONASE INHIBITOR 2	10	332	6.2E-134	T	24-04-2022	-	-
Pno09G000531	744a91fd68cc9abbb5ed641aa12ee260	332	SUPERFAMILY	SSF52058	L domain-like	28	332	1.85E-57	T	24-04-2022	-	-
Pno09G000531	744a91fd68cc9abbb5ed641aa12ee260	332	Pfam	PF08263	Leucine rich repeat N-terminal domain	31	68	7.1E-10	T	24-04-2022	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Pno09G000531	744a91fd68cc9abbb5ed641aa12ee260	332	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	146	168	8.335711	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno09G000531	744a91fd68cc9abbb5ed641aa12ee260	332	PRINTS	PR00019	Leucine-rich repeat signature	147	160	6.5E-5	T	24-04-2022	-	-
Pno09G000531	744a91fd68cc9abbb5ed641aa12ee260	332	PRINTS	PR00019	Leucine-rich repeat signature	168	181	6.5E-5	T	24-04-2022	-	-
Pno09G000531	744a91fd68cc9abbb5ed641aa12ee260	332	Pfam	PF13855	Leucine rich repeat	121	181	1.0E-8	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno10G002704	b9392fd9dd374a6e166b5523a0622195	225	PANTHER	PTHR23155	DISEASE RESISTANCE PROTEIN RP	26	224	1.1E-19	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno10G002704	b9392fd9dd374a6e166b5523a0622195	225	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	151	224	9.13E-14	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno10G002704	b9392fd9dd374a6e166b5523a0622195	225	Gene3D	G3DSA:1.20.5.4130	-	10	117	2.0E-12	T	24-04-2022	-	-
Pno10G002704	b9392fd9dd374a6e166b5523a0622195	225	Pfam	PF00931	NB-ARC domain	168	225	8.1E-10	T	24-04-2022	IPR002182	NB-ARC
Pno10G002704	b9392fd9dd374a6e166b5523a0622195	225	PANTHER	PTHR23155:SF1132	OS08G0543100 PROTEIN	26	224	1.1E-19	T	24-04-2022	-	-
Pno10G002704	b9392fd9dd374a6e166b5523a0622195	225	Pfam	PF18052	Rx N-terminal domain	11	97	3.0E-16	T	24-04-2022	IPR041118	Rx, N-terminal
Pno10G002704	b9392fd9dd374a6e166b5523a0622195	225	Gene3D	G3DSA:3.40.50.300	-	144	225	5.3E-17	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	SUPERFAMILY	SSF52200	Toll/Interleukin receptor TIR domain	2	62	8.24E-5	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	Pfam	PF00931	NB-ARC domain	110	319	6.2E-28	T	24-04-2022	IPR002182	NB-ARC
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	Pfam	PF01582	TIR domain	2	89	4.1E-9	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	Gene3D	G3DSA:3.40.50.10140	-	1	82	1.5E-21	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	PANTHER	PTHR11017:SF406	TMV RESISTANCE PROTEIN N-LIKE	1	624	5.0E-168	T	24-04-2022	-	-
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	Coils	Coil	Coil	22	42	-	T	24-04-2022	-	-
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	PANTHER	PTHR11017	LEUCINE-RICH REPEAT-CONTAINING PROTEIN	1	624	5.0E-168	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	SUPERFAMILY	SSF52058	L domain-like	454	623	5.78E-25	T	24-04-2022	-	-
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	CDD	cd00009	AAA	120	236	0.00410069	T	24-04-2022	-	-
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	86	348	5.19E-61	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	457	631	2.2E-28	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	Gene3D	G3DSA:1.10.8.430	-	254	338	1.0E-14	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	ProSiteProfiles	PS50104	TIR domain profile.	1	85	11.233372	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	Gene3D	G3DSA:3.40.50.300	-	83	249	2.8E-31	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	325	432	5.71E-7	T	24-04-2022	IPR036390	Winged helix DNA-binding domain superfamily
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	PRINTS	PR00364	Disease resistance protein signature	196	210	1.1E-21	T	24-04-2022	-	-
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	PRINTS	PR00364	Disease resistance protein signature	577	593	1.1E-21	T	24-04-2022	-	-
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	PRINTS	PR00364	Disease resistance protein signature	289	303	1.1E-21	T	24-04-2022	-	-
Pno07G002933	7cc29a4c2e5fa598ef3db1706fa91e6a	879	PRINTS	PR00364	Disease resistance protein signature	119	134	1.1E-21	T	24-04-2022	-	-
Pno08G004662	360b7f85317bd9da4e8024d328d53f7b	486	Gene3D	G3DSA:3.40.50.300	-	172	345	1.8E-32	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno08G004662	360b7f85317bd9da4e8024d328d53f7b	486	PRINTS	PR00364	Disease resistance protein signature	216	231	9.3E-19	T	24-04-2022	-	-
Pno08G004662	360b7f85317bd9da4e8024d328d53f7b	486	PRINTS	PR00364	Disease resistance protein signature	293	307	9.3E-19	T	24-04-2022	-	-
Pno08G004662	360b7f85317bd9da4e8024d328d53f7b	486	PRINTS	PR00364	Disease resistance protein signature	387	401	9.3E-19	T	24-04-2022	-	-
Pno08G004662	360b7f85317bd9da4e8024d328d53f7b	486	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	185	447	1.78E-64	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno08G004662	360b7f85317bd9da4e8024d328d53f7b	486	PANTHER	PTHR11017	LEUCINE-RICH REPEAT-CONTAINING PROTEIN	160	483	9.2E-113	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno08G004662	360b7f85317bd9da4e8024d328d53f7b	486	Pfam	PF00931	NB-ARC domain	197	435	2.6E-31	T	24-04-2022	IPR002182	NB-ARC
Pno08G004662	360b7f85317bd9da4e8024d328d53f7b	486	PANTHER	PTHR11017:SF406	TMV RESISTANCE PROTEIN N-LIKE	160	483	9.2E-113	T	24-04-2022	-	-
Pno08G004662	360b7f85317bd9da4e8024d328d53f7b	486	Gene3D	G3DSA:1.10.8.430	-	351	436	7.5E-18	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno08G004662	360b7f85317bd9da4e8024d328d53f7b	486	SUPERFAMILY	SSF54160	Chromo domain-like	85	164	4.95E-6	T	24-04-2022	IPR016197	Chromo-like domain superfamily
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	MobiDBLite	mobidb-lite	consensus disorder prediction	1086	1109	-	T	24-04-2022	-	-
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	Pfam	PF01582	TIR domain	18	195	1.3E-45	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	SUPERFAMILY	SSF52200	Toll/Interleukin receptor TIR domain	11	168	3.14E-42	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	432	537	7.34E-7	T	24-04-2022	IPR036390	Winged helix DNA-binding domain superfamily
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	Gene3D	G3DSA:3.40.50.300	-	191	355	4.3E-30	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	MobiDBLite	mobidb-lite	consensus disorder prediction	1086	1121	-	T	24-04-2022	-	-
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	PRINTS	PR00364	Disease resistance protein signature	731	747	1.8E-21	T	24-04-2022	-	-
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	PRINTS	PR00364	Disease resistance protein signature	302	316	1.8E-21	T	24-04-2022	-	-
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	PRINTS	PR00364	Disease resistance protein signature	225	240	1.8E-21	T	24-04-2022	-	-
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	PRINTS	PR00364	Disease resistance protein signature	395	409	1.8E-21	T	24-04-2022	-	-
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	SMART	SM00255	till_3	17	166	2.0E-46	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	837	858	7.1113	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	Pfam	PF00931	NB-ARC domain	216	417	9.8E-28	T	24-04-2022	IPR002182	NB-ARC
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	SUPERFAMILY	SSF52058	L domain-like	599	891	8.33E-39	T	24-04-2022	-	-
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	Gene3D	G3DSA:1.10.8.430	-	360	444	1.4E-15	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	Gene3D	G3DSA:3.40.50.10140	-	16	190	1.9E-70	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	193	454	1.59E-59	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	PANTHER	PTHR11017:SF303	TOLL/INTERLEUKIN-1 RECEPTOR (TIR) DOMAIN-CONTAINING PROTEIN-RELATED	16	1071	7.1E-217	T	24-04-2022	-	-
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	795	926	7.8E-12	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	558	794	1.1E-29	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	ProSiteProfiles	PS50104	TIR domain profile.	16	191	38.893574	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002952	4f2f96a0111b37fb1e7c4f13bb5ccb97	1175	PANTHER	PTHR11017	LEUCINE-RICH REPEAT-CONTAINING PROTEIN	16	1071	7.1E-217	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno10G002245	227a5b306b5c338516ec4cf216c3064d	314	PANTHER	PTHR27000	LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE FAMILY PROTEIN-RELATED	32	251	1.4E-70	T	24-04-2022	-	-
